application_id,age,annual_income,loan_amount,credit_history_length,previous_defaults,employment_type,credit_score,risk_label
2794fa5a-cccf-457c-92d3-827c13d868d1,32,113036,9291,10,0,Unemployed,560,Medium
8fb53110-52db-4bc3-a97f-c6458ae20683,38,45293,8981,19,2,Self-Employed,645,Medium
2f3daf8c-5f57-4027-bad8-3c77345133de,54,41929,25012,13,2,Self-Employed,622,Medium
705612d5-c41c-4bb3-9039-22524c868d6b,36,110840,16216,8,3,Unemployed,649,Medium
a9bcb1a8-2e98-4753-a7d0-4e318b82c715,62,81454,10174,1,0,Self-Employed,686,Medium
78364546-a998-4718-bb75-160c5985cebb,64,116715,3122,13,0,Unemployed,603,Medium
1134b9c6-a326-4d6f-a87d-b8a0aec9449f,51,113678,3011,4,1,Salaried,597,Medium
58350bad-e3f3-4c6a-be1c-3707dfbb4c11,41,33450,3359,20,1,Unemployed,689,Medium
fa84f6a0-1ecc-494f-8b24-90c878a64591,56,50944,14559,18,3,Self-Employed,655,Medium
9df4afc5-4b6a-42e4-b76f-a8c352e6ef9e,28,40220,3473,17,0,Salaried,617,Medium
c5440781-8553-42bc-9768-180ad6180574,21,85543,13893,4,3,Unemployed,568,Medium
07f3b930-35db-41df-940e-03741c173d83,52,116890,17938,9,3,Salaried,679,Medium
9f4cefac-7d97-41cb-aa64-54323f61fb31,26,68422,20374,6,2,Unemployed,552,Medium
97da6466-2782-40e8-b5e5-3f5565a68caa,27,48201,7004,13,1,Unemployed,674,Medium
a7857bfd-5489-4fd2-9d5c-848f61e6a154,42,88734,13401,12,3,Unemployed,627,Medium
48591c52-0a93-4544-ab64-e7b08d562db3,47,52580,29065,16,2,Unemployed,599,Medium
15bce178-082e-4d36-888f-18d069bec8a6,62,100646,13491,20,0,Salaried,625,Medium
d2b23053-77c2-4d66-966b-dbe8f8bd8f4b,21,37652,11139,12,2,Self-Employed,693,Medium
602b9564-84bd-4391-94ab-fa3ef6b351c9,22,93595,25350,4,1,Salaried,556,Medium
a239ca29-6e7b-42a2-b3d9-3aeb9110f92d,35,29881,26333,17,2,Salaried,556,Medium
c92e795b-e219-4b07-97b5-bcc17e6d6c28,24,41582,28991,17,0,Unemployed,603,Medium
ca319370-3a66-4e6d-a46d-007d4e45438d,31,83480,6598,13,0,Self-Employed,622,Medium
8a8af97c-df68-4e94-afcf-1f89bae4ec5d,42,110803,4338,1,1,Self-Employed,554,Medium
25b713dd-6eed-4730-ab7f-351deaf55984,44,37932,24095,4,0,Unemployed,632,Medium
8569e537-ca7e-439d-ac6c-3dabb42fc3ba,37,97652,16436,13,0,Self-Employed,633,Medium
d430bbe8-0c06-4498-8697-cae2d009f597,47,27689,8231,1,2,Unemployed,675,Medium
e7c36309-7f9c-4250-a982-1618db5ca7b3,37,49103,11172,4,3,Self-Employed,588,Medium
101ee16a-6ed6-4ae4-ab89-09b6b7eb9a25,26,113474,19309,13,1,Unemployed,679,Medium
528e99fc-04c4-46cb-a82d-e7c8d09e04f9,27,80129,6338,20,1,Self-Employed,660,Medium
359c647e-10e9-4265-9fcc-31b46c4131e9,31,59102,18564,16,1,Unemployed,694,Medium
19c95e9f-46a4-4106-b59f-5da78f5b21ac,45,98217,20868,3,2,Self-Employed,645,Medium
b116e17f-5e06-4faa-a807-840239aa7423,61,43191,19511,6,3,Unemployed,627,Medium
c0370e92-6a7f-4472-a244-e4a85c0c0238,59,34307,21282,9,1,Unemployed,557,Medium
b3812c28-2d70-45f9-832f-992b48695e48,45,103458,18643,14,0,Unemployed,588,Medium
d667c9f4-5536-4aeb-92ce-2ab3dfe28ddb,61,43245,26500,20,2,Salaried,696,Medium
25c13461-3683-4e35-a30f-442fddf0bd67,41,95572,22501,11,0,Unemployed,572,Medium
0cdcbc6f-9938-40aa-ac83-807cad5dd2ca,33,65318,23817,15,1,Self-Employed,641,Medium
15fca152-d9a2-45cf-98e3-6f6d7290cbc0,59,63242,14851,18,3,Self-Employed,617,Medium
a89c164a-b109-4034-b50d-8db992b3aa87,41,33895,21902,3,2,Unemployed,562,Medium
a0230f32-92a3-4ac4-96ad-b334fb52a3e6,31,73198,29189,14,3,Self-Employed,627,Medium
cf012b31-f4bb-4fa8-a958-3d4ef4d7b73e,22,119504,27036,8,3,Self-Employed,617,Medium
1bc294fb-70a7-4314-9509-dff6c1609899,39,82358,28576,3,3,Unemployed,639,Medium
b7631b3e-1e46-4e5f-8155-90ed29086e22,44,58218,4026,2,3,Self-Employed,659,Medium
cb71c012-2481-4227-895a-592a6e7041f8,56,113335,22354,6,2,Unemployed,577,Medium
9060631a-37ab-409e-b8fd-4049d08b568f,64,71762,7420,20,0,Self-Employed,586,Medium
cf43cd54-cb6b-49bc-a9d4-78cb40ec6b57,21,75740,3618,2,1,Salaried,677,Medium
d637b8e6-0b0f-4e05-819c-727ff1c0fae3,62,57219,5229,13,0,Unemployed,669,Medium
4fe269f2-91e5-43ba-8909-40763e176208,61,53323,8647,1,2,Unemployed,578,Medium
b1bc4922-b683-46ad-bbd4-301a3fcc5551,39,117964,15111,16,3,Unemployed,584,Medium
5c8cdf86-b653-4822-9ea1-2d89d48ea336,26,30897,5619,14,3,Salaried,593,Medium
238890be-4060-4df0-a509-f3e6f8ed3d39,37,110426,17424,6,2,Self-Employed,632,Medium
f265f7f4-072a-4c53-a224-15a941276a78,43,103330,27056,4,0,Self-Employed,679,Medium
3401c643-40b4-4902-bf88-839a7fcd306c,59,109581,15760,4,1,Self-Employed,560,Medium
78c86835-4489-4001-b2f3-358d74e59eae,52,33097,5606,8,2,Salaried,683,Medium
7deb208c-5c04-4fc3-b47d-d3746e2b5e4c,51,51938,9382,13,1,Self-Employed,583,Medium
8d00254a-0a5d-4a9d-9286-0672b5f33604,23,97948,8987,18,3,Unemployed,610,Medium
034ada20-ae79-4fa6-aeb5-534ba19ad1c3,37,41139,20889,11,0,Self-Employed,596,Medium
20e696c0-aa83-4980-b3cd-203c8fc75177,46,105609,8194,3,3,Unemployed,578,Medium
fdec5b25-777b-4e22-bca8-afbec6024618,28,51755,4064,13,3,Salaried,641,Medium
8f5c2f35-ea43-49c3-b83b-00ff7bdf1339,61,107265,6184,10,0,Salaried,597,Medium
815284dc-d83f-48df-8f4b-897ce92e9d0d,59,107593,29340,7,0,Salaried,693,Medium
ba1dd690-48fc-438a-ba71-8d09ece75eff,55,85190,13089,7,1,Unemployed,685,Medium
9be1d94b-0772-4bdf-b059-33e501b44e55,41,86488,9184,1,0,Unemployed,589,Medium
a86d111d-94d7-410f-94fb-0d8341615d41,59,67322,9138,6,1,Self-Employed,591,Medium
215c61d5-d4b8-4248-95d8-2cf31ff3d33e,34,67555,16194,16,2,Unemployed,620,Medium
9515245e-dee9-48ed-be0a-74d9134fd769,33,54654,18404,4,3,Unemployed,602,Medium
37253183-ada0-4572-82d7-49a928d78c8b,61,37749,27379,2,1,Unemployed,661,Medium
ddbc6e19-2253-42d5-8b9a-31de42cf08d5,51,109334,4129,18,3,Salaried,653,Medium
e206b89d-dbb7-409f-bf8f-69ca133d3a56,45,55328,19532,6,0,Salaried,576,Medium
aee54115-37a2-4991-b3c1-c0b6d7120099,31,39741,22538,5,2,Salaried,554,Medium
5d3d9fac-2f66-4d59-97f8-098a72a5299d,58,30182,9403,2,1,Unemployed,675,Medium
3c4353d2-b38a-4ad2-a0d7-1f504edaaac9,24,109145,15289,8,1,Salaried,642,Medium
1079f828-4bb6-442b-bfb0-2dcccac6463b,63,62946,12006,10,0,Unemployed,683,Medium
4a8cc138-2e04-4dbd-9812-c9e1ea2ccc43,21,54517,14441,12,3,Unemployed,565,Medium
4049c8ca-72dd-4655-9402-1c2b9984c7f2,52,26401,26842,13,3,Self-Employed,576,Medium
3c82a662-5c30-4049-b350-8ca0b5c77e05,22,102627,28522,1,3,Salaried,627,Medium
f2f4d155-9140-4e52-84b4-2c082c807704,49,110729,8686,14,1,Unemployed,571,Medium
56260aa9-f811-4838-a8ca-1ec28312e9a7,23,82289,6911,9,2,Self-Employed,555,Medium
6d9586af-d0cc-4072-af15-f216192a4619,61,75705,8790,8,2,Self-Employed,571,Medium
802e8e18-dd1c-460c-8a7b-153889183f83,52,103037,5747,15,2,Salaried,576,Medium
44e196d8-ce68-4033-a547-ca920b3c24f4,49,115822,8822,15,3,Self-Employed,552,Medium
bd98dd30-1685-4af4-a8e4-53c326cdfe38,48,71725,9197,17,2,Self-Employed,664,Medium
c3e37bdf-45c0-4bea-b857-51130dc490a4,46,102610,24415,1,2,Salaried,699,Medium
2b3ccd46-9337-4d4d-a2bd-c64206f0b7d8,51,99984,16957,20,0,Salaried,611,Medium
c95cff57-876e-4da3-8a91-49077c587a62,64,43212,13381,9,1,Self-Employed,643,Medium
3ca028fc-b4f1-461d-8a3e-715a84771fea,44,41756,7863,7,1,Unemployed,596,Medium
c8a4c02d-89aa-4a32-bc3b-aa0e402c9519,27,52701,20214,6,0,Self-Employed,619,Medium
81e60574-dbea-4c00-ac98-5a5aa1915d1d,26,56244,23298,18,2,Salaried,564,Medium
6040ec6d-636a-428e-b7a2-bb1d3ef9dfe4,54,77390,9781,8,2,Salaried,580,Medium
a9f32d29-d9b3-487e-b58d-c6e4e4da20be,51,66606,29858,12,0,Unemployed,659,Medium
95f5e78a-79d2-4d9c-b9c5-1255ec0e9e2c,56,81573,6661,18,0,Unemployed,628,Medium
6a6825d5-17ac-4cc7-ad5d-e3aa36cde1af,52,85197,13445,15,3,Unemployed,568,Medium
5129600c-af4c-4e67-a70e-89677f85f88b,45,25082,26344,15,0,Salaried,615,Medium
086aa03d-1623-4e72-977c-87822eae4388,37,62328,7927,18,0,Salaried,654,Medium
32b3873e-7f23-4bc5-90a5-6e58ff2909db,44,93708,25095,7,1,Salaried,627,Medium
46870789-5d11-44bd-b7e6-df85f309a68c,53,66422,22543,5,0,Self-Employed,574,Medium
fe6e4b27-270b-4bf6-b9f9-1b3087357d87,39,119726,15724,3,1,Salaried,641,Medium
4aeeeb46-24ba-4728-8201-9905f891021f,24,26347,4573,2,3,Salaried,643,Medium
48cb0659-f405-4bea-ae50-c79b45bca604,56,71618,3631,6,0,Unemployed,598,Medium
e477ebd5-6342-4c77-867d-afe8bf2f41ca,50,74609,24777,8,2,Salaried,597,Medium
0573e2c2-7340-4a2f-aedc-a7948f6683fe,60,93157,20766,12,1,Salaried,643,Medium
f3039920-addb-44ef-afa7-067be5a58e06,40,87292,4354,3,1,Salaried,575,Medium
12469933-1d17-45a7-85a9-7d9ec1326097,53,26528,12151,16,1,Self-Employed,621,Medium
04af90f2-f6b7-4838-9051-0e28362e50df,25,57720,29866,20,2,Self-Employed,676,Medium
3e7cc456-e6de-41c3-b2a4-775e104bee20,28,91443,29090,3,3,Unemployed,609,Medium
c0de1b51-ea84-401a-9b5f-6b9bc5933cd3,63,33401,12482,15,3,Salaried,693,Medium
7edfcda7-7f8d-41c4-a003-e753db66a474,33,71980,10635,5,2,Salaried,574,Medium
838b2532-1a70-49c3-82e5-4ab5e59d360f,64,97439,19169,3,0,Salaried,555,Medium
5b6e6c6d-4a38-4091-87e8-e7ea2aa9f24f,51,59684,28939,13,1,Unemployed,626,Medium
5877a857-1bee-4cc1-803e-64be7400f65d,58,37179,27279,14,0,Salaried,596,Medium
10185d95-471c-48e4-8680-13b89d5a51f7,63,81490,20173,19,2,Unemployed,662,Medium
8c58ce2c-742c-4593-b6f7-dfe5e48e6350,39,92659,28528,16,0,Salaried,613,Medium
82b04ed1-d2be-4f3e-be00-c6d85b338798,31,44150,22804,9,3,Salaried,656,Medium
32a3b485-3a87-4882-8f66-2042addecdd2,22,73037,23517,2,2,Unemployed,585,Medium
0001fd2d-9820-4c45-9526-7eae5621fad5,64,117503,3976,17,3,Self-Employed,694,Medium
93b42140-9aa0-4ae7-bc58-739c499cfbed,22,118782,19675,1,1,Salaried,663,Medium
0240d4f0-b51a-439d-905d-7444e9d9a7f0,23,78610,15052,5,2,Salaried,592,Medium
5b306d6e-3aa4-48ac-b581-036d0fdf13dc,64,111694,25718,15,1,Self-Employed,618,Medium
b7ddc391-fd28-4972-9ed0-03bd8f154442,32,26567,4265,2,0,Self-Employed,699,Medium
76695262-0be5-4fd3-9487-3f86ef349c52,27,26361,10676,1,3,Unemployed,680,Medium
79117c59-3cf2-4ea6-99cc-33f1956d107a,28,119689,19369,17,1,Salaried,659,Medium
e514d4eb-422d-473f-bf12-4aeaf4d40bca,29,79655,24365,6,3,Self-Employed,689,Medium
a2416937-4d6a-462a-b829-dfbdb5a990b0,26,84728,19104,3,1,Salaried,683,Medium
fd7b5840-d875-47ce-9282-ec5e5a81a19c,52,91144,3102,17,1,Self-Employed,590,Medium
e924467b-4c00-4d4d-b3ad-33dd52846c52,64,39361,13994,13,0,Self-Employed,680,Medium
5963db6b-ad9b-4990-92bf-835712eb42a7,40,85728,13355,18,0,Unemployed,506,High
3d61512b-1d43-44cc-b6db-223f23a3083d,31,55142,27773,16,1,Self-Employed,503,High
fcbb8b23-3ff5-45d8-b8ec-76c8cae334bc,42,50584,16023,17,3,Salaried,374,High
1631fdaa-6975-4791-ad50-bbdd0915d01d,43,93227,12484,7,1,Self-Employed,447,High
87dfca95-135f-4020-8aaf-e53dfe83506b,29,42247,5287,17,0,Self-Employed,529,High
e1d3d625-a20e-447f-a23b-5af441b78e02,52,74485,12161,13,2,Unemployed,539,High
34107596-d1c0-4a58-a4db-bf4d2223d768,45,97558,4093,16,2,Unemployed,478,High
7a3e675b-c6ee-4f86-9f98-567300e05b6d,51,116508,8555,18,2,Unemployed,434,High
6058ca25-47d0-4ecb-b75d-5b6420c8a54d,37,34943,11393,3,3,Unemployed,437,High
0cfd30bf-2dc5-4b77-ad17-66c071d22f16,21,37115,15679,15,2,Unemployed,318,High
0682af91-7590-42f5-995b-c9a53b11eb04,39,62034,13706,13,2,Self-Employed,446,High
412c8b0b-08fd-4a90-82dc-b243e50fe24a,45,96546,8573,15,0,Salaried,515,High
c406e22b-75b2-4d12-903c-dcfcc1c39fbd,45,116958,4048,16,0,Salaried,485,High
812319a5-43f7-422b-b743-f71d75407d3c,61,100167,14763,5,1,Salaried,356,High
cd2a4c9f-978d-438c-b5eb-ada316f32da3,51,81794,19957,17,0,Self-Employed,521,High
4344ff8a-42bf-4e55-86c7-a099b15fe531,36,81733,17550,11,0,Unemployed,482,High
61abb2d9-38a9-4cf8-8f4e-c362135d250f,53,41511,22844,1,0,Unemployed,433,High
2630cf03-8e2f-430f-972a-9ba995995a5d,26,89366,28721,9,0,Self-Employed,494,High
63676444-6a31-4f6c-8b5e-11ad36939c78,53,66584,29225,5,2,Unemployed,338,High
25e6a71d-3d98-4379-b406-277424c0c32c,26,81152,6244,14,3,Unemployed,514,High
e9a337de-2e2c-41ec-b2de-b382522f5344,24,31874,12863,7,0,Unemployed,327,High
8fac3ab4-ab63-437c-8790-1aa73af38f47,29,112933,9324,19,0,Salaried,358,High
21cda52e-bc19-42e6-abd1-968bfc309327,57,85106,5909,13,3,Self-Employed,321,High
74be1e15-4d77-4fa8-9702-bae4edb529eb,58,34630,19510,9,0,Salaried,437,High
02fb1f16-7615-4711-ae69-2580c0e78ee4,35,91969,13852,6,2,Salaried,543,High
a9eeff3a-7f04-4e88-8a19-59f5eebf9e5c,23,118756,4781,13,2,Salaried,536,High
9837c9c4-e6d9-4806-aacc-c8fea4fce7d8,49,35985,27082,19,0,Salaried,329,High
8a748e42-f5b8-457c-aaa0-cd05bfaff6bf,61,56967,19111,12,1,Self-Employed,313,High
a5e76895-9f04-4b7f-9267-fa43863b0a9c,23,118607,16960,3,1,Unemployed,327,High
20ccf2c1-1a4d-4ef0-9989-0db2f916438c,55,42463,12940,2,0,Salaried,464,High
b9dc9671-0193-4ee4-87e9-2620f292f8d1,45,87226,28091,14,2,Salaried,338,High
a62ff7eb-720e-463c-8426-b2931523e2e8,46,52724,16942,7,3,Salaried,312,High
dd2a93fd-eeb8-47a9-a697-34c43f07040a,27,35952,6977,10,0,Unemployed,433,High
8a5b78ad-e022-4947-889a-a70d4df551fd,50,31036,23856,7,3,Self-Employed,500,High
8a45e2fa-41f8-4821-ac3a-568ef5b6daf1,34,103530,22605,18,1,Salaried,315,High
8228fe8f-435a-42d2-8c4e-04b6fa72cf5e,25,29421,12723,5,2,Salaried,533,High
6bdfc66d-ab18-4726-b027-5e7d7caada54,47,78558,20727,7,0,Salaried,371,High
7118e75b-57e9-4fd4-8455-1cf342a06bf8,56,66470,9680,5,2,Salaried,395,High
69187303-85d7-422b-8468-03899902e11e,29,56958,22636,6,0,Self-Employed,456,High
4d5d5da7-37f0-4d4b-bbf6-36d63c86697d,37,85874,15569,17,0,Self-Employed,343,High
d6b092c6-016e-455e-bfbe-494ad1a362ea,26,99673,25486,20,2,Salaried,490,High
b260a44f-77fb-461e-a81c-0bbfd05f559e,31,61651,4409,14,2,Self-Employed,342,High
294bb865-f723-4e27-a4c6-d833a1d84322,25,88997,16325,11,2,Salaried,364,High
c2442a6c-3301-4951-8089-59da64fe0c2f,43,119109,14051,10,3,Unemployed,400,High
05232dc2-abbb-4f8b-a992-fae55b46c6cc,24,118799,26331,8,0,Unemployed,386,High
54f5f832-77b3-4e0a-96e2-87eb267bb218,43,114094,28573,18,3,Salaried,342,High
62495ef4-4053-4a82-b700-26680f91b946,63,48825,9203,1,1,Self-Employed,435,High
bf956650-a6d6-451f-90d1-128ea603429a,62,80523,7076,7,0,Self-Employed,426,High
845bc708-552e-4911-9a8b-0a3f15f5303c,59,82015,20150,3,2,Unemployed,402,High
c5384693-dddb-46b2-805a-b905066061ba,25,28910,5142,9,2,Salaried,365,High
9d7688dd-0be8-4342-9224-609fadb1a1e3,22,31454,6033,6,3,Self-Employed,408,High
6e1092d5-0619-41e4-908b-cec1daf53d99,38,108611,23952,4,0,Self-Employed,420,High
904b9c43-724b-4920-9ff7-b442e5773cc3,35,88587,20034,6,2,Salaried,309,High
8fc0e39d-eec8-4c6d-b299-90c652faf9ee,47,68888,12331,11,0,Unemployed,424,High
cf89b3d3-ac1d-4985-a142-26dfc284ad2d,30,75633,16179,2,1,Self-Employed,333,High
c9284549-7799-4a89-8c51-20b20a149df0,58,94595,28808,13,0,Salaried,504,High
a39fd329-24d8-47dc-af36-464fc0f212cb,45,109551,25813,20,3,Salaried,532,High
8c43dbf6-ece9-4c63-a9ba-ed0ed7a0b35d,34,45227,13153,14,1,Self-Employed,437,High
ee401e24-2ae4-4fd0-b48a-1117a165af1f,39,40331,14149,5,1,Salaried,411,High
58087df4-26a7-49d0-ad62-d79b4c9db424,56,70187,7704,4,2,Unemployed,504,High
cdc79c4f-f8aa-430d-919b-91199eddfab1,26,28438,28135,13,3,Unemployed,364,High
eea93665-859d-4a8b-ba8b-f3a17fa21ee0,62,39086,15392,19,1,Unemployed,443,High
3f1bfe17-22cb-45c6-99a7-ccad70130306,61,25095,11188,14,1,Unemployed,399,High
6a789c01-68b4-4c33-a71a-af15b3c81d4f,64,96167,26110,18,1,Unemployed,331,High
84855841-249b-400a-a74f-11b89e840eb0,52,88793,14662,9,2,Unemployed,512,High
c679d177-1c0e-4aab-8412-0088cdb2b162,54,26980,24050,19,2,Salaried,496,High
31a9cb6a-67ea-423a-aeed-9cf4df0431b8,60,61624,5248,14,0,Self-Employed,439,High
5471589c-1986-4292-bf5f-b85e031cde72,44,63331,27782,10,3,Self-Employed,451,High
6f8c8b1f-7ab1-4676-b433-4b5889d70936,52,113030,8769,13,1,Salaried,489,High
59e976fc-4b24-43b5-beed-14585016729b,31,113293,22094,13,0,Salaried,407,High
e7793400-8819-45a9-ac15-55b9c8a1c379,40,38317,10234,14,2,Self-Employed,343,High
986d02e9-7d5b-43e7-88e0-84e51fc006d6,61,57885,5555,6,0,Salaried,320,High
2461b85d-56a4-447c-aaa4-5cbefe5f5408,30,92171,15508,17,3,Self-Employed,320,High
856ae2c4-8f9a-4cd4-96da-9e9827a465eb,35,60764,19078,5,0,Unemployed,488,High
a742e3e9-13bc-4520-be57-6b5e3ad49583,39,46289,15807,18,3,Salaried,470,High
cc325c6e-7acf-48ce-a660-a1bf89fb0cc3,49,27836,5109,17,3,Self-Employed,379,High
be603c28-68e9-40c8-9b50-e6903e3059c5,25,32470,27153,16,3,Salaried,415,High
1185b908-6b96-41ce-9d23-81e82dd2ce34,41,43452,21337,19,0,Self-Employed,443,High
a1a1ec7c-5505-40cb-b2af-1b3f14c15801,28,31589,4585,18,0,Self-Employed,544,High
a4bbeaa4-64a5-49a1-905c-4107fb669450,35,29034,28365,17,3,Salaried,305,High
d2aed587-3f5e-4140-b8ca-b2c7baf38abb,55,100624,15616,19,0,Self-Employed,320,High
7181e6ee-3b93-43f3-af8d-7dd9fb762e40,61,88996,14714,13,0,Self-Employed,518,High
8eccb933-4f02-4a8d-9d44-82437ce4b3bc,43,63484,15977,2,1,Salaried,329,High
8be2a4d9-63ef-46ef-b868-83b6ff7b535f,58,55521,15568,8,3,Salaried,371,High
f99e6a9a-39f2-498d-abdc-928f0186ed08,60,31721,3720,13,1,Unemployed,531,High
d2536070-45ff-4863-a837-d05c06ccf4d0,34,33756,11901,20,2,Self-Employed,420,High
f7406e5a-7f69-4c7e-ba80-94a56ae4a91a,40,96800,27111,4,2,Salaried,368,High
79dff0b5-aa7c-4ccb-a282-3fe66b1fad37,52,118229,10307,1,1,Self-Employed,528,High
a4883eb3-1833-420a-a269-db581a23724c,59,114043,17367,2,3,Self-Employed,381,High
ad8b4773-8ad4-423f-afc2-3f3b5a8e7831,51,118388,15937,11,2,Salaried,309,High
ceb97653-bec6-4f80-93c2-a87188d57167,63,100592,9774,12,0,Unemployed,347,High
3f50c466-43ed-44cd-badf-37bb857bd01f,48,108870,28285,13,0,Unemployed,516,High
787206bf-1b08-41a7-937f-49ba49773c1f,63,109598,3050,10,0,Salaried,346,High
10b7da9c-4dc9-48f1-bc2d-3e2a3edf0392,55,81726,17765,16,2,Salaried,357,High
16c68e81-c2e5-4f28-948e-0184c38541aa,44,41786,7636,5,3,Unemployed,440,High
f293c078-3f07-40b6-9d4f-fd8712bcf1eb,57,26841,3430,9,2,Salaried,548,High
70897e7c-61c2-45fe-8180-808448700ee1,62,97262,14189,3,3,Unemployed,516,High
63cf9fa4-77ba-4b43-8935-b2dfc3e198fd,42,70978,25536,3,1,Unemployed,475,High
36b5ed5e-5b57-4405-a661-2b287a3b3392,56,25533,16379,19,3,Unemployed,381,High
46e8529b-1766-41e0-a4de-6f5f69194e98,43,114199,17890,1,3,Salaried,395,High
e4896460-9fe1-4c92-89c7-7bd67e6739cf,33,115457,16308,6,3,Self-Employed,403,High
916be003-645f-4954-93c0-b4326aeafb65,65,59352,18597,1,3,Unemployed,325,High
70ba30d9-5671-4288-a1d0-ad3c3915a729,40,66775,8643,14,0,Unemployed,364,High
cf959c40-1a1d-4e5e-9e2c-7879054e0b14,42,85132,23567,1,3,Salaried,545,High
67166864-e16d-4731-97e8-0f2aa0257980,29,38336,17048,3,2,Salaried,340,High
46e0010b-d152-4b63-8a18-1e8d2c362b03,60,49451,3625,7,3,Self-Employed,321,High
b0cf4c92-55d8-45ac-ab2c-9e6850051e31,54,37443,27097,5,0,Unemployed,348,High
bbe50452-b10c-45ad-bf71-1bf0e246541f,54,41823,22807,3,1,Salaried,324,High
2bb1b0b7-d78e-4880-a82f-04de2b1c9bd9,24,48110,25880,8,2,Unemployed,429,High
041de4b7-c082-491e-8316-5199f9e7f093,36,116015,23666,4,3,Unemployed,537,High
77f2f0cb-20e8-479b-8fa4-e74928de74a5,47,54100,10782,16,2,Salaried,498,High
f446eeef-2612-4771-a5e3-5464a878a64c,49,94298,6576,18,3,Unemployed,461,High
2a6e8333-e05f-4be7-b72a-db1deb69f4d3,47,77987,3370,15,1,Unemployed,398,High
ae96ed15-3f17-4181-9bb4-24a5185eed0e,28,87530,18947,6,3,Self-Employed,401,High
2dbc7867-051f-403d-94c7-2966b08e8220,60,44666,14292,1,0,Self-Employed,432,High
6b3d7da1-46e9-44b2-b930-67c4b645edef,64,68429,17896,17,1,Self-Employed,445,High
b09a9dc3-719a-470f-ab28-f5e992b31f0c,22,36699,22875,6,0,Self-Employed,319,High
e4606db9-1014-41c5-b07b-143c95b352ea,44,27821,7062,10,2,Unemployed,407,High
3550f616-68fa-4780-9941-17d36fc363fd,36,41552,16821,12,1,Self-Employed,501,High
9c2ca81b-6431-421c-9506-9faeed1483ba,47,117023,16719,12,1,Salaried,446,High
33346947-4c3c-4e71-9219-4f6b21077c87,25,96698,13648,8,3,Self-Employed,508,High
cb92496f-17a2-45ff-9520-79cde0d4bd67,37,43746,12545,20,0,Self-Employed,540,High
7533faed-b3ca-4f64-a515-78877fa0f6f1,21,92799,7125,5,0,Self-Employed,339,High
3e22f5c2-2fcf-4fa3-9ae2-8eba200c3f17,44,86329,11404,20,0,Self-Employed,327,High
9af3d239-ec64-4711-95c8-b7f366ef3388,23,35519,15386,6,0,Unemployed,517,High
2c1c3a5c-5118-49e3-a55b-a805604c6322,44,79996,29317,10,2,Salaried,507,High
3a2de07a-740d-445e-bb25-9caca4ae6084,39,118973,10372,12,2,Self-Employed,498,High
b94469d3-f94c-44aa-9ea6-fc77cbc75d3b,65,42569,3574,9,1,Self-Employed,380,High
b7564809-a0b5-4888-84fd-02ff87a72f09,31,94226,22805,3,2,Salaried,355,High
b7017000-57ce-4624-b7c6-460b6d74d59a,44,74197,10299,3,2,Unemployed,520,High
e9f3c0a1-4f55-4e97-aa78-682ae9984e48,65,71480,6352,7,0,Unemployed,466,High
943761cd-6c5f-4d4e-ad2c-2e041b4a6749,23,115359,10323,10,2,Self-Employed,351,High
5bdf0993-dc8e-4182-a6e5-85ba47cb97a3,40,110704,24592,20,3,Unemployed,456,High
2d91bebc-d5ee-4489-a748-156270707375,62,92525,16371,10,3,Self-Employed,402,High
7f80ee29-4225-45de-b00f-ec6e72021068,41,110711,26782,15,2,Unemployed,432,High
bbbcdf73-f961-42bf-b8a8-64b9b593d230,53,96811,5004,16,2,Self-Employed,487,High
6130fb52-ce1d-4e52-aa75-7b974cafc136,28,103800,9483,12,3,Unemployed,470,High
52777b9f-8baf-41ef-b200-da5fb560b870,28,86108,6262,8,1,Salaried,310,High
868dec87-8fcf-4b77-a900-886a05a0c762,34,117402,16466,8,1,Unemployed,547,High
baede690-04f5-4d35-85d1-39d2fc2665b6,43,51980,20346,19,1,Unemployed,472,High
df5bb823-30f9-4df3-b0aa-2518f9ddec68,40,29928,18612,3,2,Salaried,331,High
c7f2e3a6-8b66-4228-8f4e-b0a5bc3a55fe,62,30365,17774,17,2,Salaried,338,High
d0ec11c7-b35a-4320-b2e1-c390c2af7d0a,55,113554,28392,12,3,Unemployed,418,High
6cf2b67a-95f6-4c3c-a944-d49969157418,60,111322,25915,3,1,Salaried,408,High
fa41deb9-6dbd-41eb-9df1-a09317a27bd7,21,33247,21133,2,2,Self-Employed,322,High
d7af7831-b772-4c22-a9e4-e7c873f42a51,31,25650,3433,15,2,Unemployed,456,High
77510113-4c19-4d83-8e0c-b9edd1058c79,50,37874,20504,4,3,Salaried,456,High
60b6f831-44a8-4feb-9d5a-b2ef3b555e42,49,113345,8081,4,0,Self-Employed,464,High
9976b8e4-6e5d-45f6-a94d-082f450e8f6b,43,39966,18633,17,0,Self-Employed,425,High
6d23b43b-5aa7-49ae-8cee-8217dd28ce38,33,66780,3815,17,3,Salaried,342,High
bb9cf770-2fe0-4580-8a2b-118c5db49676,65,76199,4738,19,2,Unemployed,527,High
693defa1-9c72-4f80-ac36-07985df60558,41,77388,28189,9,3,Unemployed,435,High
bc4baf07-f4a8-437b-bd54-7c28ef3a6d9d,52,64386,8599,18,0,Unemployed,331,High
440bc163-fbb8-4cfe-afe7-67bd6fda83a5,40,34648,5416,1,3,Self-Employed,442,High
