application_id,credit_score,risk_label,cloud_cpu_hours,cloud_storage_gb,estimated_cost
15fca152-d9a2-45cf-98e3-6f6d7290cbc0,617,Medium,1.5,2.5,0.55
a89c164a-b109-4034-b50d-8db992b3aa87,562,Medium,1.5,2.5,0.55
a0230f32-92a3-4ac4-96ad-b334fb52a3e6,627,Medium,1.5,2.5,0.55
cf012b31-f4bb-4fa8-a958-3d4ef4d7b73e,617,Medium,1.5,2.5,0.55
1bc294fb-70a7-4314-9509-dff6c1609899,639,Medium,1.5,2.5,0.55
b7631b3e-1e46-4e5f-8155-90ed29086e22,659,Medium,1.5,2.5,0.55
cb71c012-2481-4227-895a-592a6e7041f8,577,Medium,1.5,2.5,0.55
9060631a-37ab-409e-b8fd-4049d08b568f,586,Medium,1.5,2.5,0.55
cf43cd54-cb6b-49bc-a9d4-78cb40ec6b57,677,Medium,1.5,2.5,0.55
d637b8e6-0b0f-4e05-819c-727ff1c0fae3,669,Medium,1.5,2.5,0.55
4fe269f2-91e5-43ba-8909-40763e176208,578,Medium,1.5,2.5,0.55
b1bc4922-b683-46ad-bbd4-301a3fcc5551,584,Medium,1.5,2.5,0.55
5c8cdf86-b653-4822-9ea1-2d89d48ea336,593,Medium,1.5,2.5,0.55
238890be-4060-4df0-a509-f3e6f8ed3d39,632,Medium,1.5,2.5,0.55
f265f7f4-072a-4c53-a224-15a941276a78,679,Medium,1.5,2.5,0.55
3401c643-40b4-4902-bf88-839a7fcd306c,560,Medium,1.5,2.5,0.55
78c86835-4489-4001-b2f3-358d74e59eae,683,Medium,1.5,2.5,0.55
7deb208c-5c04-4fc3-b47d-d3746e2b5e4c,583,Medium,1.5,2.5,0.55
8d00254a-0a5d-4a9d-9286-0672b5f33604,610,Medium,1.5,2.5,0.55
034ada20-ae79-4fa6-aeb5-534ba19ad1c3,596,Medium,1.5,2.5,0.55
20e696c0-aa83-4980-b3cd-203c8fc75177,578,Medium,1.5,2.5,0.55
fdec5b25-777b-4e22-bca8-afbec6024618,641,Medium,1.5,2.5,0.55
8f5c2f35-ea43-49c3-b83b-00ff7bdf1339,597,Medium,1.5,2.5,0.55
815284dc-d83f-48df-8f4b-897ce92e9d0d,693,Medium,1.5,2.5,0.55
ba1dd690-48fc-438a-ba71-8d09ece75eff,685,Medium,1.5,2.5,0.55
9be1d94b-0772-4bdf-b059-33e501b44e55,589,Medium,1.5,2.5,0.55
a86d111d-94d7-410f-94fb-0d8341615d41,591,Medium,1.5,2.5,0.55
215c61d5-d4b8-4248-95d8-2cf31ff3d33e,620,Medium,1.5,2.5,0.55
9515245e-dee9-48ed-be0a-74d9134fd769,602,Medium,1.5,2.5,0.55
37253183-ada0-4572-82d7-49a928d78c8b,661,Medium,1.5,2.5,0.55
ddbc6e19-2253-42d5-8b9a-31de42cf08d5,653,Medium,1.5,2.5,0.55
e206b89d-dbb7-409f-bf8f-69ca133d3a56,576,Medium,1.5,2.5,0.55
aee54115-37a2-4991-b3c1-c0b6d7120099,554,Medium,1.5,2.5,0.55
5d3d9fac-2f66-4d59-97f8-098a72a5299d,675,Medium,1.5,2.5,0.55
3c4353d2-b38a-4ad2-a0d7-1f504edaaac9,642,Medium,1.5,2.5,0.55
1079f828-4bb6-442b-bfb0-2dcccac6463b,683,Medium,1.5,2.5,0.55
4a8cc138-2e04-4dbd-9812-c9e1ea2ccc43,565,Medium,1.5,2.5,0.55
4049c8ca-72dd-4655-9402-1c2b9984c7f2,576,Medium,1.5,2.5,0.55
3c82a662-5c30-4049-b350-8ca0b5c77e05,627,Medium,1.5,2.5,0.55
f2f4d155-9140-4e52-84b4-2c082c807704,571,Medium,1.5,2.5,0.55
56260aa9-f811-4838-a8ca-1ec28312e9a7,555,Medium,1.5,2.5,0.55
6d9586af-d0cc-4072-af15-f216192a4619,571,Medium,1.5,2.5,0.55
802e8e18-dd1c-460c-8a7b-153889183f83,576,Medium,1.5,2.5,0.55
44e196d8-ce68-4033-a547-ca920b3c24f4,552,Medium,1.5,2.5,0.55
bd98dd30-1685-4af4-a8e4-53c326cdfe38,664,Medium,1.5,2.5,0.55
c3e37bdf-45c0-4bea-b857-51130dc490a4,699,Medium,1.5,2.5,0.55
2b3ccd46-9337-4d4d-a2bd-c64206f0b7d8,611,Medium,1.5,2.5,0.55
c95cff57-876e-4da3-8a91-49077c587a62,643,Medium,1.5,2.5,0.55
3ca028fc-b4f1-461d-8a3e-715a84771fea,596,Medium,1.5,2.5,0.55
c8a4c02d-89aa-4a32-bc3b-aa0e402c9519,619,Medium,1.5,2.5,0.55
81e60574-dbea-4c00-ac98-5a5aa1915d1d,564,Medium,1.5,2.5,0.55
6040ec6d-636a-428e-b7a2-bb1d3ef9dfe4,580,Medium,1.5,2.5,0.55
a9f32d29-d9b3-487e-b58d-c6e4e4da20be,659,Medium,1.5,2.5,0.55
95f5e78a-79d2-4d9c-b9c5-1255ec0e9e2c,628,Medium,1.5,2.5,0.55
6a6825d5-17ac-4cc7-ad5d-e3aa36cde1af,568,Medium,1.5,2.5,0.55
5129600c-af4c-4e67-a70e-89677f85f88b,615,Medium,1.5,2.5,0.55
086aa03d-1623-4e72-977c-87822eae4388,654,Medium,1.5,2.5,0.55
32b3873e-7f23-4bc5-90a5-6e58ff2909db,627,Medium,1.5,2.5,0.55
46870789-5d11-44bd-b7e6-df85f309a68c,574,Medium,1.5,2.5,0.55
fe6e4b27-270b-4bf6-b9f9-1b3087357d87,641,Medium,1.5,2.5,0.55
4aeeeb46-24ba-4728-8201-9905f891021f,643,Medium,1.5,2.5,0.55
48cb0659-f405-4bea-ae50-c79b45bca604,598,Medium,1.5,2.5,0.55
e477ebd5-6342-4c77-867d-afe8bf2f41ca,597,Medium,1.5,2.5,0.55
0573e2c2-7340-4a2f-aedc-a7948f6683fe,643,Medium,1.5,2.5,0.55
f3039920-addb-44ef-afa7-067be5a58e06,575,Medium,1.5,2.5,0.55
12469933-1d17-45a7-85a9-7d9ec1326097,621,Medium,1.5,2.5,0.55
04af90f2-f6b7-4838-9051-0e28362e50df,676,Medium,1.5,2.5,0.55
3e7cc456-e6de-41c3-b2a4-775e104bee20,609,Medium,1.5,2.5,0.55
c0de1b51-ea84-401a-9b5f-6b9bc5933cd3,693,Medium,1.5,2.5,0.55
7edfcda7-7f8d-41c4-a003-e753db66a474,574,Medium,1.5,2.5,0.55
838b2532-1a70-49c3-82e5-4ab5e59d360f,555,Medium,1.5,2.5,0.55
5b6e6c6d-4a38-4091-87e8-e7ea2aa9f24f,626,Medium,1.5,2.5,0.55
5877a857-1bee-4cc1-803e-64be7400f65d,596,Medium,1.5,2.5,0.55
10185d95-471c-48e4-8680-13b89d5a51f7,662,Medium,1.5,2.5,0.55
8c58ce2c-742c-4593-b6f7-dfe5e48e6350,613,Medium,1.5,2.5,0.55
82b04ed1-d2be-4f3e-be00-c6d85b338798,656,Medium,1.5,2.5,0.55
32a3b485-3a87-4882-8f66-2042addecdd2,585,Medium,1.5,2.5,0.55
0001fd2d-9820-4c45-9526-7eae5621fad5,694,Medium,1.5,2.5,0.55
93b42140-9aa0-4ae7-bc58-739c499cfbed,663,Medium,1.5,2.5,0.55
0240d4f0-b51a-439d-905d-7444e9d9a7f0,592,Medium,1.5,2.5,0.55
5b306d6e-3aa4-48ac-b581-036d0fdf13dc,618,Medium,1.5,2.5,0.55
b7ddc391-fd28-4972-9ed0-03bd8f154442,699,Medium,1.5,2.5,0.55
76695262-0be5-4fd3-9487-3f86ef349c52,680,Medium,1.5,2.5,0.55
79117c59-3cf2-4ea6-99cc-33f1956d107a,659,Medium,1.5,2.5,0.55
e514d4eb-422d-473f-bf12-4aeaf4d40bca,689,Medium,1.5,2.5,0.55
a2416937-4d6a-462a-b829-dfbdb5a990b0,683,Medium,1.5,2.5,0.55
fd7b5840-d875-47ce-9282-ec5e5a81a19c,590,Medium,1.5,2.5,0.55
e924467b-4c00-4d4d-b3ad-33dd52846c52,680,Medium,1.5,2.5,0.55
5963db6b-ad9b-4990-92bf-835712eb42a7,506,High,3.0,4.5,1.05
3d61512b-1d43-44cc-b6db-223f23a3083d,503,High,3.0,4.5,1.05
fcbb8b23-3ff5-45d8-b8ec-76c8cae334bc,374,High,3.0,4.5,1.05
1631fdaa-6975-4791-ad50-bbdd0915d01d,447,High,3.0,4.5,1.05
87dfca95-135f-4020-8aaf-e53dfe83506b,529,High,3.0,4.5,1.05
e1d3d625-a20e-447f-a23b-5af441b78e02,539,High,3.0,4.5,1.05
34107596-d1c0-4a58-a4db-bf4d2223d768,478,High,3.0,4.5,1.05
7a3e675b-c6ee-4f86-9f98-567300e05b6d,434,High,3.0,4.5,1.05
6058ca25-47d0-4ecb-b75d-5b6420c8a54d,437,High,3.0,4.5,1.05
0cfd30bf-2dc5-4b77-ad17-66c071d22f16,318,High,3.0,4.5,1.05
0682af91-7590-42f5-995b-c9a53b11eb04,446,High,3.0,4.5,1.05
412c8b0b-08fd-4a90-82dc-b243e50fe24a,515,High,3.0,4.5,1.05
c406e22b-75b2-4d12-903c-dcfcc1c39fbd,485,High,3.0,4.5,1.05
812319a5-43f7-422b-b743-f71d75407d3c,356,High,3.0,4.5,1.05
cd2a4c9f-978d-438c-b5eb-ada316f32da3,521,High,3.0,4.5,1.05
4344ff8a-42bf-4e55-86c7-a099b15fe531,482,High,3.0,4.5,1.05
61abb2d9-38a9-4cf8-8f4e-c362135d250f,433,High,3.0,4.5,1.05
2630cf03-8e2f-430f-972a-9ba995995a5d,494,High,3.0,4.5,1.05
63676444-6a31-4f6c-8b5e-11ad36939c78,338,High,3.0,4.5,1.05
25e6a71d-3d98-4379-b406-277424c0c32c,514,High,3.0,4.5,1.05
e9a337de-2e2c-41ec-b2de-b382522f5344,327,High,3.0,4.5,1.05
8fac3ab4-ab63-437c-8790-1aa73af38f47,358,High,3.0,4.5,1.05
21cda52e-bc19-42e6-abd1-968bfc309327,321,High,3.0,4.5,1.05
74be1e15-4d77-4fa8-9702-bae4edb529eb,437,High,3.0,4.5,1.05
02fb1f16-7615-4711-ae69-2580c0e78ee4,543,High,3.0,4.5,1.05
a9eeff3a-7f04-4e88-8a19-59f5eebf9e5c,536,High,3.0,4.5,1.05
9837c9c4-e6d9-4806-aacc-c8fea4fce7d8,329,High,3.0,4.5,1.05
8a748e42-f5b8-457c-aaa0-cd05bfaff6bf,313,High,3.0,4.5,1.05
a5e76895-9f04-4b7f-9267-fa43863b0a9c,327,High,3.0,4.5,1.05
20ccf2c1-1a4d-4ef0-9989-0db2f916438c,464,High,3.0,4.5,1.05
b9dc9671-0193-4ee4-87e9-2620f292f8d1,338,High,3.0,4.5,1.05
a62ff7eb-720e-463c-8426-b2931523e2e8,312,High,3.0,4.5,1.05
dd2a93fd-eeb8-47a9-a697-34c43f07040a,433,High,3.0,4.5,1.05
8a5b78ad-e022-4947-889a-a70d4df551fd,500,High,3.0,4.5,1.05
8a45e2fa-41f8-4821-ac3a-568ef5b6daf1,315,High,3.0,4.5,1.05
8228fe8f-435a-42d2-8c4e-04b6fa72cf5e,533,High,3.0,4.5,1.05
6bdfc66d-ab18-4726-b027-5e7d7caada54,371,High,3.0,4.5,1.05
7118e75b-57e9-4fd4-8455-1cf342a06bf8,395,High,3.0,4.5,1.05
69187303-85d7-422b-8468-03899902e11e,456,High,3.0,4.5,1.05
4d5d5da7-37f0-4d4b-bbf6-36d63c86697d,343,High,3.0,4.5,1.05
d6b092c6-016e-455e-bfbe-494ad1a362ea,490,High,3.0,4.5,1.05
b260a44f-77fb-461e-a81c-0bbfd05f559e,342,High,3.0,4.5,1.05
294bb865-f723-4e27-a4c6-d833a1d84322,364,High,3.0,4.5,1.05
c2442a6c-3301-4951-8089-59da64fe0c2f,400,High,3.0,4.5,1.05
05232dc2-abbb-4f8b-a992-fae55b46c6cc,386,High,3.0,4.5,1.05
54f5f832-77b3-4e0a-96e2-87eb267bb218,342,High,3.0,4.5,1.05
62495ef4-4053-4a82-b700-26680f91b946,435,High,3.0,4.5,1.05
bf956650-a6d6-451f-90d1-128ea603429a,426,High,3.0,4.5,1.05
845bc708-552e-4911-9a8b-0a3f15f5303c,402,High,3.0,4.5,1.05
c5384693-dddb-46b2-805a-b905066061ba,365,High,3.0,4.5,1.05
9d7688dd-0be8-4342-9224-609fadb1a1e3,408,High,3.0,4.5,1.05
6e1092d5-0619-41e4-908b-cec1daf53d99,420,High,3.0,4.5,1.05
904b9c43-724b-4920-9ff7-b442e5773cc3,309,High,3.0,4.5,1.05
8fc0e39d-eec8-4c6d-b299-90c652faf9ee,424,High,3.0,4.5,1.05
cf89b3d3-ac1d-4985-a142-26dfc284ad2d,333,High,3.0,4.5,1.05
c9284549-7799-4a89-8c51-20b20a149df0,504,High,3.0,4.5,1.05
a39fd329-24d8-47dc-af36-464fc0f212cb,532,High,3.0,4.5,1.05
8c43dbf6-ece9-4c63-a9ba-ed0ed7a0b35d,437,High,3.0,4.5,1.05
ee401e24-2ae4-4fd0-b48a-1117a165af1f,411,High,3.0,4.5,1.05
58087df4-26a7-49d0-ad62-d79b4c9db424,504,High,3.0,4.5,1.05
cdc79c4f-f8aa-430d-919b-91199eddfab1,364,High,3.0,4.5,1.05
eea93665-859d-4a8b-ba8b-f3a17fa21ee0,443,High,3.0,4.5,1.05
3f1bfe17-22cb-45c6-99a7-ccad70130306,399,High,3.0,4.5,1.05
6a789c01-68b4-4c33-a71a-af15b3c81d4f,331,High,3.0,4.5,1.05
84855841-249b-400a-a74f-11b89e840eb0,512,High,3.0,4.5,1.05
c679d177-1c0e-4aab-8412-0088cdb2b162,496,High,3.0,4.5,1.05
31a9cb6a-67ea-423a-aeed-9cf4df0431b8,439,High,3.0,4.5,1.05
5471589c-1986-4292-bf5f-b85e031cde72,451,High,3.0,4.5,1.05
6f8c8b1f-7ab1-4676-b433-4b5889d70936,489,High,3.0,4.5,1.05
59e976fc-4b24-43b5-beed-14585016729b,407,High,3.0,4.5,1.05
e7793400-8819-45a9-ac15-55b9c8a1c379,343,High,3.0,4.5,1.05
986d02e9-7d5b-43e7-88e0-84e51fc006d6,320,High,3.0,4.5,1.05
2461b85d-56a4-447c-aaa4-5cbefe5f5408,320,High,3.0,4.5,1.05
856ae2c4-8f9a-4cd4-96da-9e9827a465eb,488,High,3.0,4.5,1.05
a742e3e9-13bc-4520-be57-6b5e3ad49583,470,High,3.0,4.5,1.05
cc325c6e-7acf-48ce-a660-a1bf89fb0cc3,379,High,3.0,4.5,1.05
be603c28-68e9-40c8-9b50-e6903e3059c5,415,High,3.0,4.5,1.05
1185b908-6b96-41ce-9d23-81e82dd2ce34,443,High,3.0,4.5,1.05
a1a1ec7c-5505-40cb-b2af-1b3f14c15801,544,High,3.0,4.5,1.05
a4bbeaa4-64a5-49a1-905c-4107fb669450,305,High,3.0,4.5,1.05
d2aed587-3f5e-4140-b8ca-b2c7baf38abb,320,High,3.0,4.5,1.05
7181e6ee-3b93-43f3-af8d-7dd9fb762e40,518,High,3.0,4.5,1.05
8eccb933-4f02-4a8d-9d44-82437ce4b3bc,329,High,3.0,4.5,1.05
8be2a4d9-63ef-46ef-b868-83b6ff7b535f,371,High,3.0,4.5,1.05
f99e6a9a-39f2-498d-abdc-928f0186ed08,531,High,3.0,4.5,1.05
d2536070-45ff-4863-a837-d05c06ccf4d0,420,High,3.0,4.5,1.05
f7406e5a-7f69-4c7e-ba80-94a56ae4a91a,368,High,3.0,4.5,1.05
79dff0b5-aa7c-4ccb-a282-3fe66b1fad37,528,High,3.0,4.5,1.05
a4883eb3-1833-420a-a269-db581a23724c,381,High,3.0,4.5,1.05
ad8b4773-8ad4-423f-afc2-3f3b5a8e7831,309,High,3.0,4.5,1.05
ceb97653-bec6-4f80-93c2-a87188d57167,347,High,3.0,4.5,1.05
3f50c466-43ed-44cd-badf-37bb857bd01f,516,High,3.0,4.5,1.05
787206bf-1b08-41a7-937f-49ba49773c1f,346,High,3.0,4.5,1.05
10b7da9c-4dc9-48f1-bc2d-3e2a3edf0392,357,High,3.0,4.5,1.05
16c68e81-c2e5-4f28-948e-0184c38541aa,440,High,3.0,4.5,1.05
f293c078-3f07-40b6-9d4f-fd8712bcf1eb,548,High,3.0,4.5,1.05
70897e7c-61c2-45fe-8180-808448700ee1,516,High,3.0,4.5,1.05
63cf9fa4-77ba-4b43-8935-b2dfc3e198fd,475,High,3.0,4.5,1.05
36b5ed5e-5b57-4405-a661-2b287a3b3392,381,High,3.0,4.5,1.05
46e8529b-1766-41e0-a4de-6f5f69194e98,395,High,3.0,4.5,1.05
e4896460-9fe1-4c92-89c7-7bd67e6739cf,403,High,3.0,4.5,1.05
916be003-645f-4954-93c0-b4326aeafb65,325,High,3.0,4.5,1.05
70ba30d9-5671-4288-a1d0-ad3c3915a729,364,High,3.0,4.5,1.05
cf959c40-1a1d-4e5e-9e2c-7879054e0b14,545,High,3.0,4.5,1.05
67166864-e16d-4731-97e8-0f2aa0257980,340,High,3.0,4.5,1.05
46e0010b-d152-4b63-8a18-1e8d2c362b03,321,High,3.0,4.5,1.05
b0cf4c92-55d8-45ac-ab2c-9e6850051e31,348,High,3.0,4.5,1.05
bbe50452-b10c-45ad-bf71-1bf0e246541f,324,High,3.0,4.5,1.05
2bb1b0b7-d78e-4880-a82f-04de2b1c9bd9,429,High,3.0,4.5,1.05
041de4b7-c082-491e-8316-5199f9e7f093,537,High,3.0,4.5,1.05
77f2f0cb-20e8-479b-8fa4-e74928de74a5,498,High,3.0,4.5,1.05
f446eeef-2612-4771-a5e3-5464a878a64c,461,High,3.0,4.5,1.05
2a6e8333-e05f-4be7-b72a-db1deb69f4d3,398,High,3.0,4.5,1.05
ae96ed15-3f17-4181-9bb4-24a5185eed0e,401,High,3.0,4.5,1.05
2dbc7867-051f-403d-94c7-2966b08e8220,432,High,3.0,4.5,1.05
6b3d7da1-46e9-44b2-b930-67c4b645edef,445,High,3.0,4.5,1.05
b09a9dc3-719a-470f-ab28-f5e992b31f0c,319,High,3.0,4.5,1.05
e4606db9-1014-41c5-b07b-143c95b352ea,407,High,3.0,4.5,1.05
3550f616-68fa-4780-9941-17d36fc363fd,501,High,3.0,4.5,1.05
9c2ca81b-6431-421c-9506-9faeed1483ba,446,High,3.0,4.5,1.05
33346947-4c3c-4e71-9219-4f6b21077c87,508,High,3.0,4.5,1.05
cb92496f-17a2-45ff-9520-79cde0d4bd67,540,High,3.0,4.5,1.05
7533faed-b3ca-4f64-a515-78877fa0f6f1,339,High,3.0,4.5,1.05
3e22f5c2-2fcf-4fa3-9ae2-8eba200c3f17,327,High,3.0,4.5,1.05
9af3d239-ec64-4711-95c8-b7f366ef3388,517,High,3.0,4.5,1.05
2c1c3a5c-5118-49e3-a55b-a805604c6322,507,High,3.0,4.5,1.05
3a2de07a-740d-445e-bb25-9caca4ae6084,498,High,3.0,4.5,1.05
b94469d3-f94c-44aa-9ea6-fc77cbc75d3b,380,High,3.0,4.5,1.05
b7564809-a0b5-4888-84fd-02ff87a72f09,355,High,3.0,4.5,1.05
b7017000-57ce-4624-b7c6-460b6d74d59a,520,High,3.0,4.5,1.05
e9f3c0a1-4f55-4e97-aa78-682ae9984e48,466,High,3.0,4.5,1.05
943761cd-6c5f-4d4e-ad2c-2e041b4a6749,351,High,3.0,4.5,1.05
5bdf0993-dc8e-4182-a6e5-85ba47cb97a3,456,High,3.0,4.5,1.05
2d91bebc-d5ee-4489-a748-156270707375,402,High,3.0,4.5,1.05
7f80ee29-4225-45de-b00f-ec6e72021068,432,High,3.0,4.5,1.05
bbbcdf73-f961-42bf-b8a8-64b9b593d230,487,High,3.0,4.5,1.05
6130fb52-ce1d-4e52-aa75-7b974cafc136,470,High,3.0,4.5,1.05
52777b9f-8baf-41ef-b200-da5fb560b870,310,High,3.0,4.5,1.05
868dec87-8fcf-4b77-a900-886a05a0c762,547,High,3.0,4.5,1.05
baede690-04f5-4d35-85d1-39d2fc2665b6,472,High,3.0,4.5,1.05
df5bb823-30f9-4df3-b0aa-2518f9ddec68,331,High,3.0,4.5,1.05
c7f2e3a6-8b66-4228-8f4e-b0a5bc3a55fe,338,High,3.0,4.5,1.05
d0ec11c7-b35a-4320-b2e1-c390c2af7d0a,418,High,3.0,4.5,1.05
6cf2b67a-95f6-4c3c-a944-d49969157418,408,High,3.0,4.5,1.05
fa41deb9-6dbd-41eb-9df1-a09317a27bd7,322,High,3.0,4.5,1.05
d7af7831-b772-4c22-a9e4-e7c873f42a51,456,High,3.0,4.5,1.05
77510113-4c19-4d83-8e0c-b9edd1058c79,456,High,3.0,4.5,1.05
60b6f831-44a8-4feb-9d5a-b2ef3b555e42,464,High,3.0,4.5,1.05
9976b8e4-6e5d-45f6-a94d-082f450e8f6b,425,High,3.0,4.5,1.05
6d23b43b-5aa7-49ae-8cee-8217dd28ce38,342,High,3.0,4.5,1.05
bb9cf770-2fe0-4580-8a2b-118c5db49676,527,High,3.0,4.5,1.05
693defa1-9c72-4f80-ac36-07985df60558,435,High,3.0,4.5,1.05
bc4baf07-f4a8-437b-bd54-7c28ef3a6d9d,331,High,3.0,4.5,1.05
440bc163-fbb8-4cfe-afe7-67bd6fda83a5,442,High,3.0,4.5,1.05
4b061940-c59c-4506-a500-fccb46f09ebb,420,High,3.0,4.5,1.05
8ec6558f-5884-45e7-8c58-7efb71be882a,372,High,3.0,4.5,1.05
bbb5b04c-c607-491a-94fa-b25b6f249caa,410,High,3.0,4.5,1.05
bc3db6d4-56e8-4714-a40b-f234bca2af77,384,High,3.0,4.5,1.05
130bbf8c-8152-4baf-9d01-e10d5b290f35,366,High,3.0,4.5,1.05
57aa5f44-ef80-4da9-ae76-5fd984dec040,328,High,3.0,4.5,1.05
b0d0630a-9755-41f4-b5f0-086e4b647ce9,389,High,3.0,4.5,1.05
ea442423-a9ef-44c4-b2fc-83d698d8f63d,501,High,3.0,4.5,1.05
739f7cb3-7f8d-48a5-a084-d95f4e3e95a8,309,High,3.0,4.5,1.05
2a513133-b6f5-4a70-bc39-ed534dfc3e41,438,High,3.0,4.5,1.05
de805b8f-a923-4fa8-80d3-06b4dc240fe8,324,High,3.0,4.5,1.05
610b76d5-023a-48c6-b30e-284d891e84b7,315,High,3.0,4.5,1.05
4797ff9f-728b-49c0-8c5d-8fe12e7b0f34,345,High,3.0,4.5,1.05
49e7bbca-c6cc-44fe-8091-100734e700c0,311,High,3.0,4.5,1.05
aeda705e-bb4c-4544-9b7d-115dc18cea89,452,High,3.0,4.5,1.05
11b7e7ef-3fc6-4dec-92fa-cb1a58b72dc5,497,High,3.0,4.5,1.05
e715924d-2133-4147-ad45-0446f3b9f35c,330,High,3.0,4.5,1.05
94e02949-077b-4b1a-a57f-1cdfd1d5d3c2,449,High,3.0,4.5,1.05
91f563da-6bf3-46b2-8916-da952e46950a,476,High,3.0,4.5,1.05
a4a2a9c5-2bb3-474c-bef4-33542772fdfa,545,High,3.0,4.5,1.05
613404e7-6b2e-4735-83af-1aeaec5ee8c3,454,High,3.0,4.5,1.05
0d0ff92e-85cb-408a-965c-e097558dd2c6,461,High,3.0,4.5,1.05
28255b88-c83f-467c-8902-c6d3cf36bd59,337,High,3.0,4.5,1.05
434d5546-3e29-4d7d-ace3-846929225273,313,High,3.0,4.5,1.05
bed7e72e-2354-4e41-afda-25de8bb6826a,528,High,3.0,4.5,1.05
5c57bb3b-6745-4594-8068-c11e6b878158,466,High,3.0,4.5,1.05
f3c38e19-7f9e-4467-95c9-942e174a05b4,509,High,3.0,4.5,1.05
7b8cf344-16bd-4ec8-bcc6-a330d09eb41a,441,High,3.0,4.5,1.05
7e159e74-64c7-480d-8cfd-5c854fdc94b2,447,High,3.0,4.5,1.05
56ba1019-9a3a-45ae-818f-d9a0187e80e5,424,High,3.0,4.5,1.05
54ac445b-256a-49ec-a7a5-0f6ed878f95c,441,High,3.0,4.5,1.05
c651c6c5-8ac0-48f6-9de3-64e546fe919f,451,High,3.0,4.5,1.05
2da9e7c3-1e55-405e-9401-d98dd2a2fdb7,511,High,3.0,4.5,1.05
9070c24d-092e-4725-938f-c43d55b02e42,469,High,3.0,4.5,1.05
8c240219-d327-4d63-9b68-56b5314c3044,518,High,3.0,4.5,1.05
3842a000-c7c7-48ff-8745-cfcac46960a1,498,High,3.0,4.5,1.05
4b73a6c9-79d1-46ec-9380-d22aaa3ff5d2,302,High,3.0,4.5,1.05
34b9adef-65ea-48f1-a6f0-f588be20e1f9,365,High,3.0,4.5,1.05
5f9caa2a-5a4e-47bc-b9fd-1b7b48693073,415,High,3.0,4.5,1.05
7f05a2e7-4fe4-469b-8802-007ccb261f8f,431,High,3.0,4.5,1.05
6465820d-d44c-4785-8b0d-69869fed4be7,365,High,3.0,4.5,1.05
851bda48-7e2d-448d-9000-8260bf329f45,541,High,3.0,4.5,1.05
40e4f3a4-f281-44f1-855c-6ec350b2b2ca,432,High,3.0,4.5,1.05
5dfa8e61-2282-4d31-a638-e8c1214a0b1b,306,High,3.0,4.5,1.05
b65794a9-65c8-45fd-a064-c5b460db9ced,330,High,3.0,4.5,1.05
b5be31c8-26b5-42ab-a11a-6a45514e5ad0,452,High,3.0,4.5,1.05
